,type,sms,processedSMS,filteredSMS
1001,1,"WIN: We have a winner! Mr. T. Foley won an iPod! More exciting prizes soon, so keep an eye on ur mobile or visit www.win-82050.co.uk",win winner mr foley ipod excit prize soon keep eye ur mobil visit www win 82050 co uk,"['win', 'winner', 'mr', 'foley', 'ipod', 'excit', 'prize', 'soon', 'keep', 'eye', 'ur', 'mobil', 'visit', 'www', 'win', '82050', 'co', 'uk']"
1002,1,Todays Voda numbers ending 1225 are selected to receive a  50award. If you have a match please call 08712300220 quoting claim code 3100 standard rates app ,today voda number end 1225 select receiv 50award match pleas call 08712300220 quot claim code 3100 standard rate app,"['today', 'voda', 'number', 'end', '1225', 'select', 'receiv', '50award', 'match', 'pleas', 'call', '08712300220', 'quot', 'claim', 'code', '3100', 'standard', 'rate', 'app']"
1003,1,"Hottest pics straight to your phone!! See me getting Wet and Wanting, just for you xx Text PICS to 89555 now! txt costs 150p textoperator g696ga 18 XxX",hottest pic straight phone see get wet want xx text pic 89555 txt cost 150p textoper g696ga 18 xxx,"['hottest', 'pic', 'straight', 'phone', 'see', 'get', 'wet', 'want', 'xx', 'text', 'pic', '89555', 'txt', 'cost', '150p', 'textoper', 'g696ga', '18', 'xxx']"
1004,1,"Hack Chat. Get backdoor entry into 121 chat rooms at a fraction of the cost. Reply NEO69 or call 09050280520, to subscribe 25p pm. DPS, Bcm box 8027 Ldn, wc1n3xx",hack chat get backdoor entri 121 chat room fraction cost repli neo69 call 09050280520 subscrib 25p pm dp bcm box 8027 ldn wc1n3xx,"['hack', 'chat', 'get', 'backdoor', 'entri', '121', 'chat', 'room', 'fraction', 'cost', 'repli', 'neo69', 'call', '09050280520', 'subscrib', '25p', 'pm', 'dp', 'bcm', 'box', '8027', 'ldn', 'wc1n3xx']"
1005,1,"FREE NOKIA Or Motorola with upto 12mths 1/2price linerental, 500 FREE x-net mins&100txt/mth FREE B'tooth*. Call Mobileupd8 on 08001950382 or call 2optout/D3WV",free nokia motorola upto 12mth 1 2price linerent 500 free x net min 100txt mth free b tooth call mobileupd8 08001950382 call 2optout d3wv,"['free', 'nokia', 'motorola', 'upto', '12mth', '1', '2price', 'linerent', '500', 'free', 'x', 'net', 'min', '100txt', 'mth', 'free', 'b', 'tooth', 'call', 'mobileupd8', '08001950382', 'call', '2optout', 'd3wv']"
1006,1,"This is the 2nd time we have tried 2 contact u. U have won the 750 Pound prize. 2 claim is easy, call 08718726970 NOW! Only 10p per min. BT-national-rate ",2nd time tri 2 contact u u 750 pound prize 2 claim easi call 08718726970 10p per min bt nation rate,"['2nd', 'time', 'tri', '2', 'contact', 'u', 'u', '750', 'pound', 'prize', '2', 'claim', 'easi', 'call', '08718726970', '10p', 'per', 'min', 'bt', 'nation', 'rate']"
1007,1,You have WON a guaranteed  1000 cash or a  2000 prize.To claim yr prize call our customer service representative on,guarante 1000 cash 2000 prize claim yr prize call custom servic repres,"['guarante', '1000', 'cash', '2000', 'prize', 'claim', 'yr', 'prize', 'call', 'custom', 'servic', 'repres']"
1008,1,Would you like to see my XXX pics they are so hot they were nearly banned in the uk!,would like see xxx pic hot nearli ban uk,"['would', 'like', 'see', 'xxx', 'pic', 'hot', 'nearli', 'ban', 'uk']"
1009,1,HMV BONUS SPECIAL 500 pounds of genuine HMV vouchers to be won. Just answer 4 easy questions. Play Now! Send HMV to 86688 More info:www.100percent-real.com,hmv bonu special 500 pound genuin hmv voucher answer 4 easi question play send hmv 86688 info www 100percent real com,"['hmv', 'bonu', 'special', '500', 'pound', 'genuin', 'hmv', 'voucher', 'answer', '4', 'easi', 'question', 'play', 'send', 'hmv', '86688', 'info', 'www', '100percent', 'real', 'com']"
1010,1,U have a secret admirer who is looking 2 make contact with U-find out who they R*reveal who thinks UR so special-call on 09058094594,u secret admir look 2 make contact u find r reveal think ur special call 09058094594,"['u', 'secret', 'admir', 'look', '2', 'make', 'contact', 'u', 'find', 'r', 'reveal', 'think', 'ur', 'special', 'call', '09058094594']"
1011,1,Dear 0776xxxxxxx U've been invited to XCHAT. This is our final attempt to contact u! Txt CHAT to 86688 150p/MsgrcvdHG/Suite342/2Lands/Row/W1J6HL LDN 18yrs ,dear 0776xxxxxxx u invit xchat final attempt contact u txt chat 86688 150p msgrcvdhg suite342 2land row w1j6hl ldn 18yr,"['dear', '0776xxxxxxx', 'u', 'invit', 'xchat', 'final', 'attempt', 'contact', 'u', 'txt', 'chat', '86688', '150p', 'msgrcvdhg', 'suite342', '2land', 'row', 'w1j6hl', 'ldn', '18yr']"
1012,1,Urgent! Please call 09061743811 from landline. Your ABTA complimentary 4* Tenerife Holiday or  5000 cash await collection SAE T&Cs Box 326 CW25WX 150ppm,urgent pleas call 09061743811 landlin abta complimentari 4 tenerif holiday 5000 cash await collect sae cs box 326 cw25wx 150ppm,"['urgent', 'pleas', 'call', '09061743811', 'landlin', 'abta', 'complimentari', '4', 'tenerif', 'holiday', '5000', 'cash', 'await', 'collect', 'sae', 'cs', 'box', '326', 'cw25wx', '150ppm']"
1013,1,CALL 09090900040 & LISTEN TO EXTREME DIRTY LIVE CHAT GOING ON IN THE OFFICE RIGHT NOW TOTAL PRIVACY NO ONE KNOWS YOUR [sic] LISTENING 60P MIN 24/7MP 0870753331018+,call 09090900040 listen extrem dirti live chat go offic right total privaci one know sic listen 60p min 24 7mp 0870753331018,"['call', '09090900040', 'listen', 'extrem', 'dirti', 'live', 'chat', 'go', 'offic', 'right', 'total', 'privaci', 'one', 'know', 'sic', 'listen', '60p', 'min', '24', '7mp', '0870753331018']"
1014,1,"FreeMsg Hey U, i just got 1 of these video/pic fones, reply WILD to this txt & ill send U my pics, hurry up Im so bored at work xxx (18 150p/rcvd STOP2stop)",freemsg hey u got 1 video pic fone repli wild txt ill send u pic hurri im bore work xxx 18 150p rcvd stop2stop,"['freemsg', 'hey', 'u', 'got', '1', 'video', 'pic', 'fone', 'repli', 'wild', 'txt', 'ill', 'send', 'u', 'pic', 'hurri', 'im', 'bore', 'work', 'xxx', '18', '150p', 'rcvd', 'stop2stop']"
1015,1,Free entry in 2 a weekly comp for a chance to win an ipod. Txt POD to 80182 to get entry (std txt rate) T&C's apply 08452810073 for details 18+,free entri 2 weekli comp chanc win ipod txt pod 80182 get entri std txt rate c appli 08452810073 detail 18,"['free', 'entri', '2', 'weekli', 'comp', 'chanc', 'win', 'ipod', 'txt', 'pod', '80182', 'get', 'entri', 'std', 'txt', 'rate', 'c', 'appli', '08452810073', 'detail', '18']"
1016,1,New TEXTBUDDY Chat 2 horny guys in ur area 4 just 25p Free 2 receive Search postcode or at gaytextbuddy.com. TXT ONE name to 89693. 08715500022 rpl Stop 2 cnl,new textbuddi chat 2 horni guy ur area 4 25p free 2 receiv search postcod gaytextbuddi com txt one name 89693 08715500022 rpl stop 2 cnl,"['new', 'textbuddi', 'chat', '2', 'horni', 'guy', 'ur', 'area', '4', '25p', 'free', '2', 'receiv', 'search', 'postcod', 'gaytextbuddi', 'com', 'txt', 'one', 'name', '89693', '08715500022', 'rpl', 'stop', '2', 'cnl']"
1017,1,Call from 08702490080 - tells u 2 call 09066358152 to claim  5000 prize. U have 2 enter all ur mobile & personal details @ the prompts. Careful!,call 08702490080 tell u 2 call 09066358152 claim 5000 prize u 2 enter ur mobil person detail prompt care,"['call', '08702490080', 'tell', 'u', '2', 'call', '09066358152', 'claim', '5000', 'prize', 'u', '2', 'enter', 'ur', 'mobil', 'person', 'detail', 'prompt', 'care']"
1018,1,Free 1st week entry 2 TEXTPOD 4 a chance 2 win 40GB iPod or  250 cash every wk. Txt VPOD to 81303 Ts&Cs www.textpod.net custcare 08712405020.,free 1st week entri 2 textpod 4 chanc 2 win 40gb ipod 250 cash everi wk txt vpod 81303 ts cs www textpod net custcar 08712405020,"['free', '1st', 'week', 'entri', '2', 'textpod', '4', 'chanc', '2', 'win', '40gb', 'ipod', '250', 'cash', 'everi', 'wk', 'txt', 'vpod', '81303', 'ts', 'cs', 'www', 'textpod', 'net', 'custcar', '08712405020']"
1019,1,More people are dogging in your area now. Call 09090204448 and join like minded guys. Why not arrange 1 yourself. There's 1 this evening. A  1.50 minAPN LS278BB,peopl dog area call 09090204448 join like mind guy arrang 1 1 even 1 50 minapn ls278bb,"['peopl', 'dog', 'area', 'call', '09090204448', 'join', 'like', 'mind', 'guy', 'arrang', '1', '1', 'even', '1', '50', 'minapn', 'ls278bb']"
1020,1,"WELL DONE! Your 4* Costa Del Sol Holiday or  5000 await collection. Call 09050090044 Now toClaim. SAE, TCs, POBox334, Stockport, SK38xh, Cost  1.50/pm, Max10mins",well done 4 costa del sol holiday 5000 await collect call 09050090044 toclaim sae tc pobox334 stockport sk38xh cost 1 50 pm max10min,"['well', 'done', '4', 'costa', 'del', 'sol', 'holiday', '5000', 'await', 'collect', 'call', '09050090044', 'toclaim', 'sae', 'tc', 'pobox334', 'stockport', 'sk38xh', 'cost', '1', '50', 'pm', 'max10min']"
1021,1,Guess what! Somebody you know secretly fancies you! Wanna find out who it is? Give us a call on 09065394973 from Landline DATEBox1282EssexCM61XN 150p/min 18,guess somebodi know secretli fanci wan na find give us call 09065394973 landlin datebox1282essexcm61xn 150p min 18,"['guess', 'somebodi', 'know', 'secretli', 'fanci', 'wan', 'na', 'find', 'give', 'us', 'call', '09065394973', 'landlin', 'datebox1282essexcm61xn', '150p', 'min', '18']"
1022,1,it to 80488. Your 500 free text messages are valid until 31 December 2005.,80488 500 free text messag valid 31 decemb 2005,"['80488', '500', 'free', 'text', 'messag', 'valid', '31', 'decemb', '2005']"
1023,1,You have won a guaranteed  200 award or even  1000 cashto claim UR award call free on 08000407165 (18+) 2 stop getstop on 88222 PHP,guarante 200 award even 1000 cashto claim ur award call free 08000407165 18 2 stop getstop 88222 php,"['guarante', '200', 'award', 'even', '1000', 'cashto', 'claim', 'ur', 'award', 'call', 'free', '08000407165', '18', '2', 'stop', 'getstop', '88222', 'php']"
1024,1,Reply to win  100 weekly! Where will the 2006 FIFA World Cup be held? Send STOP to 87239 to end service,repli win 100 weekli 2006 fifa world cup held send stop 87239 end servic,"['repli', 'win', '100', 'weekli', '2006', 'fifa', 'world', 'cup', 'held', 'send', 'stop', '87239', 'end', 'servic']"
1025,1,Urgent! Please call 09061743810 from landline. Your ABTA complimentary 4* Tenerife Holiday or #5000 cash await collection SAE T&Cs Box 326 CW25WX 150 ppm,urgent pleas call 09061743810 landlin abta complimentari 4 tenerif holiday 5000 cash await collect sae cs box 326 cw25wx 150 ppm,"['urgent', 'pleas', 'call', '09061743810', 'landlin', 'abta', 'complimentari', '4', 'tenerif', 'holiday', '5000', 'cash', 'await', 'collect', 'sae', 'cs', 'box', '326', 'cw25wx', '150', 'ppm']"
1026,1,Free tones Hope you enjoyed your new content. text stop to 61610 to unsubscribe. help:08712400602450p Provided by tones2you.co.uk,free tone hope enjoy new content text stop 61610 unsubscrib help 08712400602450p provid tones2y co uk,"['free', 'tone', 'hope', 'enjoy', 'new', 'content', 'text', 'stop', '61610', 'unsubscrib', 'help', '08712400602450p', 'provid', 'tones2y', 'co', 'uk']"
1027,1,TheMob>Yo yo yo-Here comes a new selection of hot downloads for our members to get for FREE! Just click & open the next link sent to ur fone...,themob yo yo yo come new select hot download member get free click open next link sent ur fone,"['themob', 'yo', 'yo', 'yo', 'come', 'new', 'select', 'hot', 'download', 'member', 'get', 'free', 'click', 'open', 'next', 'link', 'sent', 'ur', 'fone']"
1028,1,Great News! Call FREEFONE 08006344447 to claim your guaranteed  1000 CASH or  2000 gift. Speak to a live operator NOW!,great news call freefon 08006344447 claim guarante 1000 cash 2000 gift speak live oper,"['great', 'news', 'call', 'freefon', '08006344447', 'claim', 'guarante', '1000', 'cash', '2000', 'gift', 'speak', 'live', 'oper']"
1029,1,"U can WIN  100 of Music Gift Vouchers every week starting NOW Txt the word DRAW to 87066 TsCs www.ldew.com SkillGame,1Winaweek, age16.150ppermessSubscription",u win 100 music gift voucher everi week start txt word draw 87066 tsc www ldew com skillgam 1winaweek age16 150ppermesssubscript,"['u', 'win', '100', 'music', 'gift', 'voucher', 'everi', 'week', 'start', 'txt', 'word', 'draw', '87066', 'tsc', 'www', 'ldew', 'com', 'skillgam', '1winaweek', 'age16', '150ppermesssubscript']"
1030,1,4mths half price Orange line rental & latest camera phones 4 FREE. Had your phone 11mths ? Call MobilesDirect free on 08000938767 to update now! or2stoptxt,4mth half price orang line rental latest camera phone 4 free phone 11mth call mobilesdirect free 08000938767 updat or2stoptxt,"['4mth', 'half', 'price', 'orang', 'line', 'rental', 'latest', 'camera', 'phone', '4', 'free', 'phone', '11mth', 'call', 'mobilesdirect', 'free', '08000938767', 'updat', 'or2stoptxt']"
1031,1,"Call 09094100151 to use ur mins! Calls cast 10p/min (mob vary). Service provided by AOM, just GBP5/month. AOM Box61,M60 1ER until u stop. Ages 18+ only!",call 09094100151 use ur min call cast 10p min mob vari servic provid aom gbp5 month aom box61 m60 1er u stop age 18,"['call', '09094100151', 'use', 'ur', 'min', 'call', 'cast', '10p', 'min', 'mob', 'vari', 'servic', 'provid', 'aom', 'gbp5', 'month', 'aom', 'box61', 'm60', '1er', 'u', 'stop', 'age', '18']"
1032,1,"URGENT! Your mobile No *********** WON a  2,000 Bonus Caller Prize on 02/06/03! This is the 2nd attempt to reach YOU! Call 09066362220 ASAP! BOX97N7QP, 150ppm",urgent mobil 2 000 bonu caller prize 02 06 03 2nd attempt reach call 09066362220 asap box97n7qp 150ppm,"['urgent', 'mobil', '2', '000', 'bonu', 'caller', 'prize', '02', '06', '03', '2nd', 'attempt', 'reach', 'call', '09066362220', 'asap', 'box97n7qp', '150ppm']"
1033,1,"Eerie Nokia tones 4u, rply TONE TITLE to 8007 eg TONE DRACULA to 8007 Titles: GHOST, ADDAMSFA, MUNSTERS, EXORCIST, TWILIGHT www.getzed.co.uk POBox36504W45WQ 150p ",eeri nokia tone 4u rpli tone titl 8007 eg tone dracula 8007 titl ghost addamsfa munster exorcist twilight www getz co uk pobox36504w45wq 150p,"['eeri', 'nokia', 'tone', '4u', 'rpli', 'tone', 'titl', '8007', 'eg', 'tone', 'dracula', '8007', 'titl', 'ghost', 'addamsfa', 'munster', 'exorcist', 'twilight', 'www', 'getz', 'co', 'uk', 'pobox36504w45wq', '150p']"
1034,1,Sexy Singles are waiting for you! Text your AGE followed by your GENDER as wither M or F E.G.23F. For gay men text your AGE followed by a G. e.g.23G.,sexi singl wait text age follow gender wither f e g 23f gay men text age follow g e g 23g,"['sexi', 'singl', 'wait', 'text', 'age', 'follow', 'gender', 'wither', 'f', 'e', 'g', '23f', 'gay', 'men', 'text', 'age', 'follow', 'g', 'e', 'g', '23g']"
1035,1,"FreeMsg: Claim ur 250 SMS messages-Text OK to 84025 now!Use web2mobile 2 ur mates etc. Join Txt250.com for 1.50p/wk. T&C BOX139, LA32WU. 16 . Remove txtX or stop",freemsg claim ur 250 sm messag text ok 84025 use web2mobil 2 ur mate etc join txt250 com 1 50p wk c box139 la32wu 16 remov txtx stop,"['freemsg', 'claim', 'ur', '250', 'sm', 'messag', 'text', 'ok', '84025', 'use', 'web2mobil', '2', 'ur', 'mate', 'etc', 'join', 'txt250', 'com', '1', '50p', 'wk', 'c', 'box139', 'la32wu', '16', 'remov', 'txtx', 'stop']"
1036,1,85233 FREE>Ringtone!Reply REAL,85233 free rington repli real,"['85233', 'free', 'rington', 'repli', 'real']"
1037,1,Well done ENGLAND! Get the official poly ringtone or colour flag on yer mobile! text TONE or FLAG to 84199 NOW! Opt-out txt ENG STOP. Box39822 W111WX  1.50,well done england get offici poli rington colour flag yer mobil text tone flag 84199 opt txt eng stop box39822 w111wx 1 50,"['well', 'done', 'england', 'get', 'offici', 'poli', 'rington', 'colour', 'flag', 'yer', 'mobil', 'text', 'tone', 'flag', '84199', 'opt', 'txt', 'eng', 'stop', 'box39822', 'w111wx', '1', '50']"
1038,1,"Final Chance! Claim ur  150 worth of discount vouchers today! Text YES to 85023 now! SavaMob, member offers mobile! T Cs SavaMob POBOX84, M263UZ.  3.00 Subs 16",final chanc claim ur 150 worth discount voucher today text ye 85023 savamob member offer mobil cs savamob pobox84 m263uz 3 00 sub 16,"['final', 'chanc', 'claim', 'ur', '150', 'worth', 'discount', 'voucher', 'today', 'text', 'ye', '85023', 'savamob', 'member', 'offer', 'mobil', 'cs', 'savamob', 'pobox84', 'm263uz', '3', '00', 'sub', '16']"
1039,1,PRIVATE! Your 2004 Account Statement for 07742676969 shows 786 unredeemed Bonus Points. To claim call 08719180248 Identifier Code: 45239 Expires,privat 2004 account statement 07742676969 show 786 unredeem bonu point claim call 08719180248 identifi code 45239 expir,"['privat', '2004', 'account', 'statement', '07742676969', 'show', '786', 'unredeem', 'bonu', 'point', 'claim', 'call', '08719180248', 'identifi', 'code', '45239', 'expir']"
1040,1,"SMS SERVICES. for your inclusive text credits, pls goto www.comuk.net login= ***** unsubscribe with STOP. no extra charge. help:08700469649. PO BOX420. IP4 5WE",sm servic inclus text credit pl goto www comuk net login unsubscrib stop extra charg help 08700469649 po box420 ip4 5we,"['sm', 'servic', 'inclus', 'text', 'credit', 'pl', 'goto', 'www', 'comuk', 'net', 'login', 'unsubscrib', 'stop', 'extra', 'charg', 'help', '08700469649', 'po', 'box420', 'ip4', '5we']"
1041,1,"FREE2DAY sexy St George's Day pic of Jordan!Txt PIC to 89080 dont miss out, then every wk a saucy celeb!4 more pics c PocketBabe.co.uk 0870241182716  3/wk",free2day sexi st georg day pic jordan txt pic 89080 dont miss everi wk sauci celeb 4 pic c pocketbab co uk 0870241182716 3 wk,"['free2day', 'sexi', 'st', 'georg', 'day', 'pic', 'jordan', 'txt', 'pic', '89080', 'dont', 'miss', 'everi', 'wk', 'sauci', 'celeb', '4', 'pic', 'c', 'pocketbab', 'co', 'uk', '0870241182716', '3', 'wk']"
1042,1,You are a winner you have been specially selected to receive  1000 cash or a  2000 award. Speak to a live operator to claim call 087123002209am-7pm. Cost 10p,winner special select receiv 1000 cash 2000 award speak live oper claim call 087123002209am 7pm cost 10p,"['winner', 'special', 'select', 'receiv', '1000', 'cash', '2000', 'award', 'speak', 'live', 'oper', 'claim', 'call', '087123002209am', '7pm', 'cost', '10p']"
1043,1,"Sunshine Hols. To claim ur med holiday send a stamped self address envelope to Drinks on Us UK, PO Box 113, Bray, Wicklow, Eire. Quiz Starts Saturday! Unsub Stop",sunshin hol claim ur med holiday send stamp self address envelop drink us uk po box 113 bray wicklow eir quiz start saturday unsub stop,"['sunshin', 'hol', 'claim', 'ur', 'med', 'holiday', 'send', 'stamp', 'self', 'address', 'envelop', 'drink', 'us', 'uk', 'po', 'box', '113', 'bray', 'wicklow', 'eir', 'quiz', 'start', 'saturday', 'unsub', 'stop']"
1044,1,"U can WIN  100 of Music Gift Vouchers every week starting NOW Txt the word DRAW to 87066 TsCs www.Idew.com SkillGame, 1Winaweek, age16. 150ppermessSubscription",u win 100 music gift voucher everi week start txt word draw 87066 tsc www idew com skillgam 1winaweek age16 150ppermesssubscript,"['u', 'win', '100', 'music', 'gift', 'voucher', 'everi', 'week', 'start', 'txt', 'word', 'draw', '87066', 'tsc', 'www', 'idew', 'com', 'skillgam', '1winaweek', 'age16', '150ppermesssubscript']"
1045,1,+123 Congratulations - in this week's competition draw u have won the  1450 prize to claim just call 09050002311 b4280703. T&Cs/stop SMS 08718727868. Over 18 only 150ppm,123 congratul week competit draw u 1450 prize claim call 09050002311 b4280703 cs stop sm 08718727868 18 150ppm,"['123', 'congratul', 'week', 'competit', 'draw', 'u', '1450', 'prize', 'claim', 'call', '09050002311', 'b4280703', 'cs', 'stop', 'sm', '08718727868', '18', '150ppm']"
1046,1,Your B4U voucher w/c 27/03 is MARSMS. Log onto www.B4Utele.com for discount credit. To opt out reply stop. Customer care call 08717168528,b4u voucher w c 27 03 marsm log onto www b4utel com discount credit opt repli stop custom care call 08717168528,"['b4u', 'voucher', 'w', 'c', '27', '03', 'marsm', 'log', 'onto', 'www', 'b4utel', 'com', 'discount', 'credit', 'opt', 'repli', 'stop', 'custom', 'care', 'call', '08717168528']"
1047,1,FreeMsg: Hey - I'm Buffy. 25 and love to satisfy men. Home alone feeling randy. Reply 2 C my PIX! QlynnBV Help08700621170150p a msg Send stop to stop txts,freemsg hey buffi 25 love satisfi men home alon feel randi repli 2 c pix qlynnbv help08700621170150p msg send stop stop txt,"['freemsg', 'hey', 'buffi', '25', 'love', 'satisfi', 'men', 'home', 'alon', 'feel', 'randi', 'repli', '2', 'c', 'pix', 'qlynnbv', 'help08700621170150p', 'msg', 'send', 'stop', 'stop', 'txt']"
1048,1,"Sunshine Hols. To claim ur med holiday send a stamped self address envelope to Drinks on Us UK, PO Box 113, Bray, Wicklow, Eire. Quiz Starts Saturday! Unsub Stop",sunshin hol claim ur med holiday send stamp self address envelop drink us uk po box 113 bray wicklow eir quiz start saturday unsub stop,"['sunshin', 'hol', 'claim', 'ur', 'med', 'holiday', 'send', 'stamp', 'self', 'address', 'envelop', 'drink', 'us', 'uk', 'po', 'box', '113', 'bray', 'wicklow', 'eir', 'quiz', 'start', 'saturday', 'unsub', 'stop']"
1049,1,FREE for 1st week! No1 Nokia tone 4 ur mob every week just txt NOKIA to 87077 Get txting and tell ur mates. zed POBox 36504 W45WQ norm150p/tone 16+,free 1st week no1 nokia tone 4 ur mob everi week txt nokia 87077 get txting tell ur mate zed pobox 36504 w45wq norm150p tone 16,"['free', '1st', 'week', 'no1', 'nokia', 'tone', '4', 'ur', 'mob', 'everi', 'week', 'txt', 'nokia', '87077', 'get', 'txting', 'tell', 'ur', 'mate', 'zed', 'pobox', '36504', 'w45wq', 'norm150p', 'tone', '16']"
1050,1,"Shop till u Drop, IS IT YOU, either 10K, 5K,  500 Cash or  100 Travel voucher, Call now, 09064011000. NTT PO Box CR01327BT fixedline Cost 150ppm mobile vary",shop till u drop either 10k 5k 500 cash 100 travel voucher call 09064011000 ntt po box cr01327bt fixedlin cost 150ppm mobil vari,"['shop', 'till', 'u', 'drop', 'either', '10k', '5k', '500', 'cash', '100', 'travel', 'voucher', 'call', '09064011000', 'ntt', 'po', 'box', 'cr01327bt', 'fixedlin', 'cost', '150ppm', 'mobil', 'vari']"
1051,1,FREE camera phones with linerental from 4.49/month with 750 cross ntwk mins. 1/2 price txt bundle deals also avble. Call 08001950382 or call2optout/J MF,free camera phone linerent 4 49 month 750 cross ntwk min 1 2 price txt bundl deal also avbl call 08001950382 call2optout j mf,"['free', 'camera', 'phone', 'linerent', '4', '49', 'month', '750', 'cross', 'ntwk', 'min', '1', '2', 'price', 'txt', 'bundl', 'deal', 'also', 'avbl', 'call', '08001950382', 'call2optout', 'j', 'mf']"
1052,1,"URGENT! Your mobile No 07xxxxxxxxx won a  2,000 bonus caller prize on 02/06/03! this is the 2nd attempt to reach YOU! call 09066362231 ASAP! BOX97N7QP, 150PPM",urgent mobil 07xxxxxxxxx 2 000 bonu caller prize 02 06 03 2nd attempt reach call 09066362231 asap box97n7qp 150ppm,"['urgent', 'mobil', '07xxxxxxxxx', '2', '000', 'bonu', 'caller', 'prize', '02', '06', '03', '2nd', 'attempt', 'reach', 'call', '09066362231', 'asap', 'box97n7qp', '150ppm']"
1053,1,"URGENT!! Your 4* Costa Del Sol Holiday or  5000 await collection. Call 09050090044 Now toClaim. SAE, TC s, POBox334, Stockport, SK38xh, Cost  1.50/pm, Max10mins",urgent 4 costa del sol holiday 5000 await collect call 09050090044 toclaim sae tc pobox334 stockport sk38xh cost 1 50 pm max10min,"['urgent', '4', 'costa', 'del', 'sol', 'holiday', '5000', 'await', 'collect', 'call', '09050090044', 'toclaim', 'sae', 'tc', 'pobox334', 'stockport', 'sk38xh', 'cost', '1', '50', 'pm', 'max10min']"
1054,1,You have WON a guaranteed  1000 cash or a  2000 prize. To claim yr prize call our customer service representative on 08714712379 between 10am-7pm Cost 10p,guarante 1000 cash 2000 prize claim yr prize call custom servic repres 08714712379 10am 7pm cost 10p,"['guarante', '1000', 'cash', '2000', 'prize', 'claim', 'yr', 'prize', 'call', 'custom', 'servic', 'repres', '08714712379', '10am', '7pm', 'cost', '10p']"
1055,1,"Thanks for your ringtone order, ref number K718. Your mobile will be charged  4.50. Should your tone not arrive please call customer services on 09065069120",thank rington order ref number k718 mobil charg 4 50 tone arriv pleas call custom servic 09065069120,"['thank', 'rington', 'order', 'ref', 'number', 'k718', 'mobil', 'charg', '4', '50', 'tone', 'arriv', 'pleas', 'call', 'custom', 'servic', '09065069120']"
1056,1,"Hi ya babe x u 4goten bout me?' scammers getting smart..Though this is a regular vodafone no, if you respond you get further prem rate msg/subscription. Other nos used also. Beware!",hi ya babe x u 4goten bout scammer get smart though regular vodafon respond get prem rate msg subscript no use also bewar,"['hi', 'ya', 'babe', 'x', 'u', '4goten', 'bout', 'scammer', 'get', 'smart', 'though', 'regular', 'vodafon', 'respond', 'get', 'prem', 'rate', 'msg', 'subscript', 'no', 'use', 'also', 'bewar']"
1057,1,Back 2 work 2morro half term over! Can U C me 2nite 4 some sexy passion B4 I have 2 go back? Chat NOW 09099726481 Luv DENA Calls  1/minMobsmoreLKPOBOX177HP51FL,back 2 work 2morro half term u c 2nite 4 sexi passion b4 2 go back chat 09099726481 luv dena call 1 minmobsmorelkpobox177hp51fl,"['back', '2', 'work', '2morro', 'half', 'term', 'u', 'c', '2nite', '4', 'sexi', 'passion', 'b4', '2', 'go', 'back', 'chat', '09099726481', 'luv', 'dena', 'call', '1', 'minmobsmorelkpobox177hp51fl']"
1058,1,"Thanks for your ringtone order, ref number R836. Your mobile will be charged  4.50. Should your tone not arrive please call customer services on 09065069154",thank rington order ref number r836 mobil charg 4 50 tone arriv pleas call custom servic 09065069154,"['thank', 'rington', 'order', 'ref', 'number', 'r836', 'mobil', 'charg', '4', '50', 'tone', 'arriv', 'pleas', 'call', 'custom', 'servic', '09065069154']"
1059,1,SplashMobile: Choose from 1000s of gr8 tones each wk! This is a subscrition service with weekly tones costing 300p. U have one credit - kick back and ENJOY,splashmobil choos 1000 gr8 tone wk subscrit servic weekli tone cost 300p u one credit kick back enjoy,"['splashmobil', 'choos', '1000', 'gr8', 'tone', 'wk', 'subscrit', 'servic', 'weekli', 'tone', 'cost', '300p', 'u', 'one', 'credit', 'kick', 'back', 'enjoy']"
1060,1,Not heard from U4 a while. Call 4 rude chat private line 01223585334 to cum. Wan 2C pics of me gettin shagged then text PIX to 8552. 2End send STOP 8552 SAM xxx,heard u4 call 4 rude chat privat line 01223585334 cum wan 2c pic gettin shag text pix 8552 2end send stop 8552 sam xxx,"['heard', 'u4', 'call', '4', 'rude', 'chat', 'privat', 'line', '01223585334', 'cum', 'wan', '2c', 'pic', 'gettin', 'shag', 'text', 'pix', '8552', '2end', 'send', 'stop', '8552', 'sam', 'xxx']"
1061,1,<Forwarded from 88877>FREE entry into our  250 weekly comp just send the word ENTER to 88877 NOW. 18 T&C www.textcomp.com,forward 88877 free entri 250 weekli comp send word enter 88877 18 c www textcomp com,"['forward', '88877', 'free', 'entri', '250', 'weekli', 'comp', 'send', 'word', 'enter', '88877', '18', 'c', 'www', 'textcomp', 'com']"
1062,1,88066 FROM 88066 LOST 3POUND HELP,88066 88066 lost 3pound help,"['88066', '88066', 'lost', '3pound', 'help']"
1063,1,Had your mobile 11mths ? Update for FREE to Oranges latest colour camera mobiles & unlimited weekend calls. Call Mobile Upd8 on freefone 08000839402 or 2StopTx,mobil 11mth updat free orang latest colour camera mobil unlimit weekend call call mobil upd8 freefon 08000839402 2stoptx,"['mobil', '11mth', 'updat', 'free', 'orang', 'latest', 'colour', 'camera', 'mobil', 'unlimit', 'weekend', 'call', 'call', 'mobil', 'upd8', 'freefon', '08000839402', '2stoptx']"
